編號	題名	型式	朝代	作者	內容
957	漂鳥集 之 56		印度	泰戈爾	生命授與我們，但我們須付出生命才能得到生命。
958	漂鳥集 之 57		印度	泰戈爾	當我們十二分謙遜之時，便是我們最接近偉大之時。
959	漂鳥集 之 58		印度	泰戈爾	麻雀因孔雀拖著重累的尾巴而替牠可憐。
960	漂鳥集 之 59		印度	泰戈爾	永勿懼怕那瞬息－－這就是永久唱出的歌聲。
961	漂鳥集 之 60		印度	泰戈爾	颶風於無路處尋覓著最短的途徑，又突然在「烏有鄉」停止了他的尋覓。
962	漂鳥集 之 61		印度	泰戈爾	朋友，請就在我的杯中飲了我的酒吧！ 當牠傾入別的杯裏，牠的泡沫圈兒便消失了。
963	漂鳥集 之 62		印度	泰戈爾	「完善」因「缺陷」的愛，把自己裝飾得美麗。
964	漂鳥集 之 63		印度	泰戈爾	上帝對人說：「我醫治你所以我要損傷你，你愛你所以我要處罰你。」
965	漂鳥集 之 64		印度	泰戈爾	感謝火焰的光，但不要忘記那沉著而堅毅地站在黑影中的燈臺啊！
966	漂鳥集 之 65		印度	泰戈爾	小小的青草，你的步子是小的，但你佔有了你踏過的土地。
967	漂鳥集 之 66		印度	泰戈爾	嬌嫩的花張開了她的花蕾喊著：「親愛的世界啊！請勿凋謝。」
968	漂鳥集 之 67		印度	泰戈爾	上帝對強大的王國生厭，卻永不厭惡於小小的花朵。
969	漂鳥集 之 68		印度	泰戈爾	樵夫的斧頭向樹求取牠的斧柄。 樹給了牠。
970	漂鳥集 之 69		印度	泰戈爾	邪惡經不起敗創，正義卻可以。
971	漂鳥集 之 70		印度	泰戈爾	「我很高興奉獻了所有的水，」瀑布歌唱：「雖然少許水已足供人止渴。」
972	漂鳥集 之 71		印度	泰戈爾	何處是那狂歡地不停噴發著拋送起這些花朵的源泉啊！
973	漂鳥集 之 72		印度	泰戈爾	在我寂寥的心中我感覺到幕著霧與雨的嫠婦之黃昏的嘆息。
974	漂鳥集 之 73		印度	泰戈爾	青草尋求著牠陸地上的擁擠。 樹木尋求著牠天空中的幽靜。
975	漂鳥集 之 74		印度	泰戈爾	貞操是一種財富，那是充沛的愛情之產物。
976	漂鳥集 之 75		印度	泰戈爾	霧像愛情一般，在山的心上遊戲，呈現著美的種種奇妙。
977	漂鳥集 之 76		印度	泰戈爾	我們對世界判斷錯了，所以說他是欺騙了我們。
978	漂鳥集 之 77		印度	泰戈爾	詩人的風是吹出去越海穿林來尋求他自己的歌聲的。
979	漂鳥集 之 78		印度	泰戈爾	在死之中，多數合一，在生之中，一化成多數。 當上帝死去，宗教將合而為一。
980	漂鳥集 之 79		印度	泰戈爾	每個嬰孩的出生都帶來了上帝對人類並未失望的消息。
981	漂鳥集 之 80		印度	泰戈爾	人常阻塞著他自己的路。
982	漂鳥集 之 81		印度	泰戈爾	我的朋友，你的聲音在我心裏低迴不失，像海的喃喃聲繚繞在靜聽著的松林間。
983	漂鳥集 之 82		印度	泰戈爾	黑暗中的火花是天上的繁星，但是那爆發火花的看不見的火焰是什麼呢？
984	漂鳥集 之 83		印度	泰戈爾	「果實啊！你離我多少遠？」 「花啊！我就藏在你的心裏呢！」
985	漂鳥集 之 84		印度	泰戈爾	讓生時麗似夏花，死時美如秋葉。
986	漂鳥集 之 85		印度	泰戈爾	那想要做善事的人去敲著大門，那仁愛的人看見大門正開著。
987	漂鳥集 之 86		印度	泰戈爾	藝術家是「自然」的愛人，所以他是自然的奴隸，又是自然的主人。
988	漂鳥集 之 87		印度	泰戈爾	渴望著的是黑暗中覺得而在白天看不見的那個。
989	漂鳥集 之 88		印度	泰戈爾	霧像是大地的慾望。 他遮蔽了大地哭喊著要的太陽。
990	漂鳥集 之 89		印度	泰戈爾	露水對湖沼說：「你是蓮葉下面的大水滴，我是蓮葉上面的小水滴。」
991	漂鳥集 之 90		印度	泰戈爾	鋒利的劍需要鞘的庇蔭，鞘就滿足於牠的魯鈍了。
992	漂鳥集 之 91		印度	泰戈爾	在黑暗中「一」顯得混同，在光明裏「一」才顯出多樣來。
993	漂鳥集 之 92		印度	泰戈爾	大地得青草的幫助而變成可居住之所。
994	漂鳥集 之 93		印度	泰戈爾	我靈魂的憂鬱是她的結婚面紗。 這面紗等著天晚才揭去。
995	漂鳥集 之 94		印度	泰戈爾	葉的誕生與死都是旋風的急速之轉動，牠的廣大的圓圈在星座間慢慢地移著。
996	漂鳥集 之 95		印度	泰戈爾	權力對世界說：「妳屬於我。」 世界把他俘繫在她的寶座上。 仁愛對世界說：「我屬於妳。」 世界給他出入寓所的自由。
997	漂鳥集 之 96		印度	泰戈爾	別作聲，我的心，這許多大樹正在做禱告！
998	漂鳥集 之 97		印度	泰戈爾	雲謙卑地站在天之一隅。 黎明用光彩作王冠來給他戴上。
999	漂鳥集 之 98		印度	泰戈爾	頃刻的喧鬧譏笑著永久的音樂。
1000	漂鳥集 之 99		印度	泰戈爾	我想到那漂浮在生與愛及死的溪流上的別的年代都被忘了，我覺到逝去的自由。
1001	漂鳥集 之 100		印度	泰戈爾	死的印記給予生的貨幣以價值；使牠可以把生命去購買那真正的貨物。
1002	漂鳥集 之 101		印度	泰戈爾	塵土被侮辱，卻報以鮮花。
1003	漂鳥集 之 102		印度	泰戈爾	根是生入地裏的枝。 枝是生在空中的根。
1004	漂鳥集 之 103		印度	泰戈爾	只管向前走吧！不必逗留著去採集鮮花攜帶著，因為鮮花會一路盛開著在你的前途的。
1005	漂鳥集 之 104		印度	泰戈爾	那遙遠的夏之音樂，環繞著「秋天」樸翅尋求牠的舊巢。
1006	漂鳥集 之 105		印度	泰戈爾	不要從你的衣袋裏把功績給你的朋友，這是侮辱他的。
1007	漂鳥集 之 106		印度	泰戈爾	不可名時日的接觸，像環繞老樹的蘚苔般依附著我的心。
1008	漂鳥集 之 107		印度	泰戈爾	太陽祇有單純的光之外衣。 雲霞卻被華麗所裝飾。
1009	漂鳥集 之 108		印度	泰戈爾	回聲譏笑她的原聲去證明她是原來的聲音。
1010	漂鳥集 之 109		印度	泰戈爾	當幸運兒誇張著上帝的特別恩典時，上帝是慚愧的。
1011	漂鳥集 之 110		印度	泰戈爾	我將我自己的影子拋在我的路上，因為我有一盞沒有點燃的明燈。
1012	漂鳥集 之 111		印度	泰戈爾	個人加入熱鬧的群眾，去淹沒他自己的靜默之喧聲。
1013	漂鳥集 之 112		印度	泰戈爾	夢是一位妻子，她定要說話， 睡眠是一位丈夫，他默不作聲地忍受著。
1014	漂鳥集 之 113		印度	泰戈爾	疲乏的盡頭是死，但完善的盡頭是無盡。
1015	漂鳥集 之 114		印度	泰戈爾	山峰正如群兒的呼喊，高舉著手臂，想要攬捉星星。
1016	漂鳥集 之 115		印度	泰戈爾	行人雖擁擠，路是寂寞的，因為沒有人愛他。
1017	漂鳥集 之 116		印度	泰戈爾	權力自跨他的禍害，為落地的黃葉與過路的閒雲所笑。
1018	漂鳥集 之 117		印度	泰戈爾	黑夜吻著消逝的白日，在他的耳邊低語道：「我是死亡，是你的母親。我正給你新的誕生。」
1019	漂鳥集 之 118		印度	泰戈爾	今天，大地像是一個在太陽裏紡紗的婦人，她用那忘卻的語言對我唱著一些古歌。
1020	漂鳥集 之 119		印度	泰戈爾	草葉值得生長在這偉大的世界上。
1021	漂鳥集 之 120		印度	泰戈爾	黑夜啊！我感覺到你美麗，正像那被愛的少婦吹熄了她的燈時一樣。
1022	漂鳥集 之 121		印度	泰戈爾	我把衰敗的世界帶進我繁榮的世界裏。
1023	漂鳥集 之 122		印度	泰戈爾	親愛的朋友，當我傾聽濤聲時，我便感覺到你在這海灘上許多個夜晚的偉大思想的平靜了。
1024	漂鳥集 之 123		印度	泰戈爾	飛鳥想這是善舉，如果把魚兒舉入高空。
1025	漂鳥集 之 124		印度	泰戈爾	夜對太陽說：「你在明月裏送給我你的情書，我把我含淚的答覆留在草上了。」
1026	漂鳥集 之 125		印度	泰戈爾	「偉大」生來是一個小兒；當他死時，他把他偉大的童年留給世界。
1027	漂鳥集 之 126		印度	泰戈爾	不是鐵鎚的敲打能奏效的。只有那水的跳舞的歌聲，能使石卵臻於完美。
1028	漂鳥集 之 127		印度	泰戈爾	蜜蜂吮吸花蜜，當他離開時便嗡嗡地鳴謝著。 華麗的蝴蝶深信花朵欠禮，應該謝他。
1029	漂鳥集 之 128		印度	泰戈爾	要侃侃而談是容易的，假使你不等說出完全的真理。
1030	漂鳥集 之 129		印度	泰戈爾	「可能」問「不可能」說：「何處是你的寓所？」 得到的回答是：「無能者的夢裏。」
1031	漂鳥集 之 130		印度	泰戈爾	如果你對一切怪論深閉固拒，真理也要被關在門外了。
1032	漂鳥集 之 131		印度	泰戈爾	我聽見什麼東西的颼颼聲在我憂鬱的心的後面響著﹣﹣但是我看不見什麼。
1033	漂鳥集 之 132		印度	泰戈爾	地下的樹根並不因為使樹枝滿生果實而需要酬報。
1034	漂鳥集 之 133		印度	泰戈爾	在活動著的閒暇便是工作。 靜止的海水激動成波濤。
1035	漂鳥集 之 134		印度	泰戈爾	葉兒在戀愛時變成花。 花兒在崇拜時變成果。
1036	漂鳥集 之 135		印度	泰戈爾	在這風吹不息的雨夜，我看著搖曳的樹枝，想到萬有的偉大。
1037	漂鳥集 之 136		印度	泰戈爾	午夜暴風雨，像一個巨人的小孩，在不合時的黑暗中醒來，便開始玩耍而喧鬧了。
1038	漂鳥集 之 137		印度	泰戈爾	哦！海啊！你掀起你的波濤來也追不到你的情人啊！你這孤寂的風暴之新婦。
1039	漂鳥集 之 138		印度	泰戈爾	「文字」對「工作」說：「我羞愧我的空虛。」 「工作」對「文字」說：「當我一見到你，我知道我是何等的貧乏了。」
1040	漂鳥集 之 139		印度	泰戈爾	時間是變更的財富，但時鐘哼著諧詩，單只是變更，並無財富可言。
1041	漂鳥集 之 140		印度	泰戈爾	真理穿她的衣服，發覺它實在太緊窄。 在想像中，她卻轉動得舒適自如。
1042	漂鳥集 之 141		印度	泰戈爾	哦！路啊！當我僕僕風塵於這裏和那裏，我是討厭你的，可是現在你領導我走向各處去，我已因愛情而與你結合了。
1043	漂鳥集 之 142		印度	泰戈爾	讓我設想，在那群星中間，有一顆星正引導我的生命通過那黑暗的未知。
1044	漂鳥集 之 143		印度	泰戈爾	婦人啊！好優雅的手指接觸到我的器物，便井然有序像音樂般有節奏之美了。
1045	漂鳥集 之 144		印度	泰戈爾	一種憂傷的聲音營巢於多年的廢墟間。 在夜裏，那聲音向我唱著：「我愛過你。」
1046	漂鳥集 之 145		印度	泰戈爾	熊熊的烈火用牠延燒的火舌警告我走開。 請從埋在灰中的餘燼裏救我出來。
1047	漂鳥集 之 146		印度	泰戈爾	我有空中的星星，但是，哦！卻想念我室內未點的小燈。
1048	漂鳥集 之 147		印度	泰戈爾	死去的文字之遺灰黏附著你。將靜默來洗滌你的靈魂吧！
1049	漂鳥集 之 148		印度	泰戈爾	裂口留在生命裏，死亡的哀歌就從裂口送出來。
1050	漂鳥集 之 149		印度	泰戈爾	世界已在清晨打開了它光煥的心。 出來吧！我的心用你的愛迎接它。
1051	漂鳥集 之 150		印度	泰戈爾	上帝的大權力是寓於和風中，並不在暴風雨裏。
1052	漂鳥集 之 151		印度	泰戈爾	我的思想與這些閃光的葉子一起閃耀著，我的心由於陽光的接觸而唱著；我的生命因得與萬物一起飄浮進空間的蔚藍，飄浮進時間的黝黑而欣喜著。
1053	漂鳥集 之 152		印度	泰戈爾	這是一場夢，一切事物都散漫著都緊壓著我。當我醒來，我將見到它們都已聚集在你那裏，那麼，我便得自由了。
1054	漂鳥集 之 153		印度	泰戈爾	「誰來接替我的職務？」 「我將盡力去做，我主。」
1055	漂鳥集 之 154		印度	泰戈爾	「偉大」不怕與「眇小」同行。 只有中間才遠離別人。
1056	漂鳥集 之 155		印度	泰戈爾	你摘取花瓣並未採擷著花的美麗。
1057	漂鳥集 之 156		印度	泰戈爾	靜默將負載你的聲音，有如鳥巢支持著睡鳥。
1058	漂鳥集 之 157		印度	泰戈爾	黑夜暗中把花朵開放而讓白日接受謝意。
1059	漂鳥集 之 158		印度	泰戈爾	權力把它犧牲者的掙扎當做是忘恩。
1060	漂鳥集 之 159		印度	泰戈爾	雨點吻著大地，低語道：「母親啊！我們是你的有思家病的孩子，從天上回到你的懷抱了。」
1061	漂鳥集 之 160		印度	泰戈爾	當我們滿足地樂意時，我們就可以愉快地帶著我們的果實分開了。
1062	漂鳥集 之 161		印度	泰戈爾	蛛網要捕捉蒼蠅，卻假裝著捕捉露珠。
1063	漂鳥集 之 162		印度	泰戈爾	「愛」啊！當我來時因你手中正燃燒著的愁苦之燈我看見你的面色，並且知道你就是「快樂」。
1064	漂鳥集 之 163		印度	泰戈爾	螢火對星星說：「學者說你的光將有熄滅的一天。」 星星沒有回答。
1065	漂鳥集 之 164		印度	泰戈爾	一隻黎明之鳥在這黃昏的薄暗中飛到我靜寂之巢來。
1066	漂鳥集 之 165		印度	泰戈爾	思想透澈我的心頭正如雁群掠過天空。 我聽見牠們的翼聲。
1067	漂鳥集 之 166		印度	泰戈爾	運河歡喜想著那河流是專為供給牠河水而存在的。
1068	漂鳥集 之 167		印度	泰戈爾	世界以痛苦吻我靈魂，卻要求報以詩歌。
1069	漂鳥集 之 168		印度	泰戈爾	思想用它自己的文字培養它自己而滋長者。
1070	漂鳥集 之 169		印度	泰戈爾	那在壓迫著我的到底是我的靈魂想要出來到空曠之處去呢？還是那世界的靈魂敲著我的心門想要進去呢？
1071	漂鳥集 之 170		印度	泰戈爾	我把我的心之缸浸入這靜默之時間中，牠已充滿著愛了。
1072	漂鳥集 之 171		印度	泰戈爾	不管你有沒有工作。 當你一說「讓我們做點事吧」，那時就開始在惡作劇了。
1073	漂鳥集 之 172		印度	泰戈爾	向日葵因因承認那無名之花是她的親戚而羞愧。 太陽上升時卻對無名之花含笑地說：「我的愛人，妳好不好？」
1074	漂鳥集 之 173		印度	泰戈爾	雲兒把河之水杯注滿；自己卻隱藏在遠處的山中。
1075	漂鳥集 之 174		印度	泰戈爾	「是誰像命運一樣驅遣著我？」 「是『自我』跨在我的背上。」
1076	漂鳥集 之 175		印度	泰戈爾	在取水的途中，我把我水瓶裏的水潑掉了。 很少水剩留下來以供家用。
1077	漂鳥集 之 176		印度	泰戈爾	在缸裏的水是透明的；在海中的水卻黝黑。 微小的真理有清晰的言辭；偉大的真理卻只是偉大的沉默。
1078	漂鳥集 之 177		印度	泰戈爾	你的微笑是你田野的花，你的談吐是你山松的蕭蕭聲，可是你的心卻是我們人人皆知的婦人。
